doi,abstract,abstract_length,has_abstract,source
10.3390/c9040110,"A novel 2D carbon allotrope, pentagraphyne (PG-yne), was introduced in a recent theoretical study. This unique structure is derived from pentagraphene by incorporating acetylenic linkages between sp3 and sp2 hybridized carbon atoms. Given its intriguing electronic and structural properties, it is imperative to investigate the mechanical characteristics and thermal responses of PG-yne in both monolayer and nanotube configurations, which encompass different chiralities and diameters. We conducted fully atomistic reactive molecular dynamics (MD) simulations employing the ReaxFF potential to address these aspects. Our findings reveal that Young’s modulus of PG-yne monolayers stands at approximately 51 GPa at room temperature. In contrast, for the studied nanotubes, regardless of their chirality, it hovers around 45 GPa. Furthermore, our observations indicate that PG-yne-based systems feature an extensive and relatively flat plastic region before reaching the point of total fracture, irrespective of their topology. Regarding their thermal properties, we identified a melting point at approximately 3600 K, accompanied by a phase transition around 1100 K.",1165,TRUE,jsonl
10.3390/cancers15225380,"Single nucleotide polymorphisms (SNPs) in the form of a polygenic risk score (PRS) have emerged as a promising factor that could improve the predictive performance of breast cancer (BC) risk prediction tools. This study aims to appraise and critically assess the current evidence on these tools. Studies were identified using Medline, EMBASE and the Cochrane Library up to November 2022 and were included if they described the development and/ or validation of a BC risk prediction model using a PRS for women of the general population and if they reported a measure of predictive performance. We identified 37 articles, of which 29 combined genetic and non-genetic risk factors using seven different risk prediction tools. Most models (55.0%) were developed on populations from European ancestry and performed better than those developed on populations from other ancestry groups. Regardless of the number of SNPs in each PRS, models combining a PRS with genetic and non-genetic risk factors generally had better discriminatory accuracy (AUC from 0.52 to 0.77) than those using a PRS alone (AUC from 0.48 to 0.68). The overall risk of bias was considered low in most studies. BC risk prediction tools combining a PRS with genetic and non-genetic risk factors provided better discriminative accuracy than either used alone. Further studies are needed to cross-compare their clinical utility and readiness for implementation in public health practices.",1451,TRUE,jsonl
10.3390/cancers15245784,"Cell-based immunotherapy for glioblastoma (GBM) encounters major challenges due to the infiltration-resistant and immunosuppressive tumor microenvironment (TME). γδ T cells, unconventional T cells expressing the characteristic γδ T cell receptor, have demonstrated promise in overcoming these challenges, suggesting great immunotherapeutic potential. This review presents the role of γδ T cells in GBM and proposes several research avenues for future studies. Using the PubMed, ScienceDirect, and JSTOR databases, we performed a review of the literature studying the biology of γδ T cells and their role in GBM treatment. We identified 15 studies focused on γδ T cells in human GBM. Infiltrative γδ T cells can incite antitumor immune responses in certain TMEs, though rapid tumor progression and TME hypoxia may impact the extent of tumor suppression. In the studies, available findings have shown both the potential for robust antitumor activity and the risk of protumor activity. While γδ T cells have potential as a therapeutic agent against GBM, the technical challenges of extracting, isolating, and expanding γδ T cells, and the activation of antitumoral versus protumoral cascades, remain barriers to their application. Overcoming these limitations may transform γδ T cells into a promising immunotherapy in GBM.",1320,TRUE,jsonl
10.3390/cancers16010207,"The evaluation of surveillance imaging of OSCC patients is a difficult task physicians have to face daily. Multiple patients experience a recurrence of this disease, which underlines the importance of regular patient monitoring programs. Our study analysed the value of surveillance imaging, such as computed tomography (CT) and nuclear magnetic resonance imaging (NMRI), as a patient monitoring programme and its effectiveness in achieving improvement in early recurrence detection. The study comprised 125 patients, out of which 56 (<i>n</i> = 56) showed radiological and 69 (<i>n</i> = 69) showed clinical and radiological conspicuous patterns in domestic follow-ups, respectively. The use of CT and NMRI showed a significant dependence on the histological result (<i>p</i> = 0.03). However, the different groups showed no significant dependence on the histological result (<i>p</i> = 0.96). The distribution of the histological biopsies, which were taken due to radiological changes, were prone to wrong positive diagnoses (false positives) in 71 percent. To conclude, imaging modalities should be chosen for each patient individually to reduce false positives, improve the early detection of recurrence, and increase the cure rate.",1236,TRUE,jsonl
10.3390/cancers17152520,"The American Cancer Society estimates that over 152,000 new cases of colorectal cancer (CRC) were diagnosed in 2024, with more than 105,000 cases affecting the colon and 46,000 involving the rectum. CRC remains the second leading cause of cancer-related deaths in the United States, with an estimated 53,010 deaths in 2024. In the era of precision medicine, which incorporates molecular and environmental information into clinical decision-making, identifying patients harboring a deficiency in Deoxyribonucleic acid (DNA) repair allowed for targeted immunotherapies and significantly reduced CRC-related mortality. A significant advancement in this domain is the application of liquid biopsy, which has emerged as a promising tool for prognostication, guiding therapy, and monitoring treatment response in CRC. This review aims to comprehensively explore the role of liquid biopsy in colorectal malignancies, describing its practical applications, prognostic significance, and potential to revolutionize CRC management in the future. At the end, we also aim to show a schematic representation of showing integration of Circulating Tumor (Ct) DNA in routine clinical management of CRC. The highlight of this article is the structured and evidence-based schematic framework and its integration into future practice. The schematic pathway is designed to optimize ctDNA utilization across various stages of colorectal cancer management.",1433,TRUE,jsonl
10.3390/catal14060340,"Water pollution is one of the main challenges currently facing scientists around the world because of the rapid growth in industrial activities. On this basis, 2D nanolayered and nanohybrid structures, which are based on a ternary system of nickel–titanium–zinc, are considered favorable sources for designing effective nanocomposites for the photocatalytic degradation of industrial pollutants in a short period of time. These nanocomposites were designed by modifying two-dimensional nanolayers to produce a three-dimensional porous structure of multi-doped Ni/Ti-ZnO nanocomposites. Additionally, another additive was produced by constructing nanohybrids of nickel–titanium–zinc combined with a series of hydrocarbons (n-capric acid, myristic acid, stearic acid, suberic acid, and sebacic acid). Energy-dispersive X-ray spectrometry, X-ray diffraction, scanning electron microscopy, infrared spectroscopy, and thermal analyses confirmed the growth of the nanolayered and nanohybrid materials in addition to the production of nanocomposites. The positive role of the dopants (nickel and titanium) in producing an effective photocatalyst was observed through a significant narrowing of the band gap of zinc oxide to 3.05–3.10 eV. Additionally, the high photocatalytic activity of this nanocomposite enabled the complete removal of colored dye from water after 25 min of UV radiation. In conclusion, this study proposes an unconventional approach for designing new optical nanocomposites for purifying water. Additionally, it suggests a novel supporting method for designing new kinds of nanohybrids based on multi-metals and organic acids.",1640,TRUE,jsonl
10.3390/cells13161371,"Retinopathy of prematurity (ROP) has a dual-phase disease pathology; in phase 1, hyperoxia-induced vaso-obliteration occurs in the retinal vasculature due to increased oxidative stress (OS) and inflammation, followed by phase 2, where hypoxia increases the overproduction of growth factors, inducing retinal neovascularization. Toll-like receptor 2 and -4 (TLR2 and TLR4) overactivation, hyper-inflammation, macrophages, and neutrophil infiltration contribute to the developing ROP. AVR-121 and AVR-123 are novel classes of small-molecule dual inhibitors of TLR2/4 tested in a human leukemia monocytic cell line (THP-1) and cord-blood-derived mononuclear cells (CBMCs). Both compounds inhibited TLR2/4 signaling-related inflammatory cytokines in THP-1 cells and inhibited VEGF-induced neovascularization in human retinal endothelial cells (HRECs), which are hallmarks of ROP. In an oxygen-induced retinopathy (OIR) murine model, the intraperitoneal injection of AVR-123 in the hyperoxia phase (P7-P12) or a nanosuspension eyedrop of AVR-123 in the hypoxic phase (P12-P17) significantly reduced vaso-obliteration, angiogenesis, and inflammatory cytokine profiles while not inhibiting the necessary growth factor VEGF in the juvenile mouse eyes. The results are consistent with our hypothesis that targeting the dual TLR2/4 pathway will reduce inflammation, angiogenesis, and vaso-obliteration in vitro and in vivo and reduce cytotoxic immune cells. AVR-123 has the potential to be developed as a therapy for ROP.",1511,TRUE,jsonl
10.3390/chemosensors13020047,"This study presents a simple, high-throughput synthesis approach for fabricating palladium (Pd) nanomaterials with anisotropic shapes, specifically Pd nanorods, via a self-assembly process. This method avoids the use of reducing agents, surface functionalization, and stabilizing agents. Palladium–poly(methyl methacrylate) (Pd-PMMA) nanocomposites were successfully synthesized using a vapor-induced phase separation (VIPS) method. The formation of Pd nanorods was controlled by tuning key parameters, such as the Pd precursor concentration, choice of solvents, and spin coating speed. Notably, the resulting nanorods exhibited high reproducibility and ultrasensitivity as a surface-enhanced Raman scattering (SERS) platform, achieving an enhancement factor of approximately 1.8 × 105, despite the relatively weak plasmonic properties of Pd. This work represents a novel, facile strategy for Pd nanorod synthesis, offering new potential for the design of Pd-based nanosensors for chemical sensing applications.",1011,TRUE,jsonl
10.3390/chemosensors13040121,"Notwithstanding the success of SnO2 as a fundamental material for gas sensing, it has often been criticized for its cross-sensitivity and high operational temperatures. Therefore, in this study, RF-sputtered SnO2 thin films were subjected to a modification process through doping with a rare earth element, dysprosium (Dy), and subsequently deposited onto two different types of substrates: alumina and glass substrates. All thin films underwent a comprehensive series of characterizations aimed at ensuring their suitability as NO2 sensors. The dysprosium doping levels ranged from 1 to 7 wt.% in increments of 2% (wt.%). X-ray patterns showed that all deposited films exhibited the tetragonal rutile structure of SnO2. The optical band gap energy (Eg) increased with Dy doping, while the Urbach energy decreased with Dy doping. Field emission scanning electron microscopy (FESEM) revealed highly compacted grainy surfaces with high roughness for alumina substrate thin films, which also exhibited higher resistivity that increased with the levels of Dy doping. Energy-dispersive X-ray spectroscopy (EDX) analyses confirmed the stoichiometry of both types of thin films. Gas sensing tests were conducted at different operating temperatures, where the highest response to nitrogen dioxide, over 42%, was recorded for the higher dopant level at 250 °C. Moreover, the sensor’s selectivity toward nitrogen dioxide traces was evaluated by introducing interfering gases at higher concentrations. However, the sensors showed also significant responses when operated at room temperature. Also, we have demonstrated that higher stability is related to the temperature of the sensors and Dy ratio. Hence, a detailed discussion of the gas-sensing mechanisms was undertaken to gain a deeper insight into the NO2 sensitivity exhibited by the Dy-doped SnO2 layer.",1850,TRUE,jsonl
10.3390/children11121482,"<b>Background:</b> Munchausen syndrome by proxy (MSBP) or factitious disorder imposed on another (FDIA) is a bizarre psychiatric entity, consisting of the fabrication of symptoms and alteration of laboratory tests by a caregiver. It is considered a serious form of child abuse. Alarm signs are frequent medical visits and strange symptoms that are never objectified during hospitalization. <b>Methods:</b> This case sets a bright light on how difficult the diagnosis and management of FDIA is and the severe consequences this disease has on a defenseless child. <b>Results (Case report):</b> A boy who is 3 years 8 months old first presented to our department in October 2022 for prolonged fever. We ruled out infections, malignancies, and autoimmune diseases. The patient kept coming back once every fortnight for the same reason-fever, every time associating it with something in particular and new-from painful joints to hemorrhagic complaints. Interestingly, with every new visit, the patient's medical history became more complex. The mother also developed an attachment relationship with the medical staff. During a 4-month period of repeated admissions, the child's symptoms were never objectified throughout hospitalization, and never consistent with the declared symptoms and test results. When the physician's attitude changed from empathic to distant, she never came back for check-ups. <b>Conclusions:</b> A pediatrician's work largely depends on good communication with the parents. When there is no medical explanation for declared symptoms, one might question the merit of the story.",1598,TRUE,jsonl
10.3390/children12080980,"The findings underscore the importance of integrating medical, psychological, and social services to ensure adolescent cancer survivors achieve not only physical recovery but also meaningful life participation and emotional well-being.",235,TRUE,jsonl
10.3390/cli13080161,"This study investigates changes in Near-Surface Air Temperature (NSAT) over the South African region using weather station data, reanalysis products, and Coupled Model Intercomparison Project Phase 6 (CMIP6) model outputs. It is shown that, based on ERA5 reanalysis, the average NSAT increase in the region (45–10° S, 0–50° E) for the period 1940–2023 was 0.11 ± 0.04 °C. Weak multi-decadal changes in NSAT were observed from 1940 to the mid-1970s, followed by a rapid warming trend starting in the mid-1970s. Weather station data generally confirm these results, although they exhibit considerable inter-station variability. An ensemble of 33 CMIP6 models also reproduces these multi-decadal NSAT change characteristics. Specifically, the average model-simulated NSAT values for the region increased by 0.63 ± 0.12 °C between the periods 1940–1969 and 1994–2023. Based on the results of the comparison between weather station observations, reanalysis, and models, we utilize projections of NSAT changes from the analyzed ensemble of 33 CMIP6 models until the end of the 21st century under various Shared Socioeconomic Pathway (SSP) scenarios. These projections indicate that the average NSAT of the South African region will increase between 1994–2023 and 2070–2099 by 0.92 ± 0.36 °C under the SSP1-2.6 scenario, by 1.73 ± 0.44 °C under SSP2-4.5, by 2.52 ± 0.50 °C under SSP3-7.0, and by 3.17 ± 0.68 °C under SSP5-8.5. Between 1994–2023 and 2025–2054, the increase in average NSAT for the studied region, considering inter-model spread, will be 0.49–1.15 °C, depending on the SSP scenario. Furthermore, climate warming in South Africa, both in the next 30 years and by the end of the 21st century, is projected to occur according to all 33 CMIP6 models under all considered SSP scenarios. The main spatial feature of this warming is a more significant increase in NSAT over the landmass of the studied region compared to its surrounding waters, due to the stabilizing role of the ocean.",1987,TRUE,jsonl
10.3390/coatings14091187,"In low-temperature environments, asphalt materials harden easily and become brittle, and the repeated action of traffic load further aggravates the cracking of and damage to the asphalt mixture. In order to explore high-performance asphalt pavement materials that are more suitable for cold climates, this paper selected four modifiers, namely SBS, rubber powder, SBR and TPS. With SBS as the main agent, combined with other modifiers, three types of base asphalts with grades of 70#, 90# and 110# were compositely modified to prepare 12 different combinations of composite-modified asphalt samples. The optimal dosage of the modifier was determined by the basic performance test of asphalt, and the compatibility, interaction energy and mechanical properties of the modifier and base asphalt at different temperatures were analyzed by molecular dynamics simulation. Subsequently, the high- and low-temperature rheological properties of various modified asphalts were systematically evaluated using a dynamic shear rheology test (DSR) and a bending beam rheology test (BBR), and the rheological properties and road performance indicators of each composite-modified asphalt were comprehensively compared so as to select the road materials most suitable for cold areas. The research results show that different grades of base asphalt and modifiers show good compatibility in the range of 160–175 °C. Among them, rubber powder and TPS modifier significantly improve the high-temperature mechanical properties of SBS-modified asphalt, while rubber powder and SBR modifier significantly improve its low-temperature mechanical properties. The DSR and BBR test results further show that SBS/rubber powder composite-modified asphalt exhibits excellent rheological properties under both high- and low-temperature conditions, and is the preferred solution for road materials in cold regions.",1881,TRUE,jsonl
10.3390/coatings15060656,"In chemical vapor deposition (CVD)-mediated graphene growth, copper foil serves as both a catalyst for methane decomposition and as a substrate for graphene nucleation and growth. Due to the low solubility of carbon in copper and the ease of transferring graphene from its surface, copper—particularly the Cu(111) facet—is widely favored for high-quality, monolayer graphene synthesis. In this article, the thermodynamic processes involved in methane dissociation and graphene nucleation on the Cu(111) surface were investigated using density functional theory (DFT). Molecular dynamics simulations were performed for structural optimization and to evaluate the reaction energies. Additionally, the average adsorption energies (ΔEad) of carbon clusters with varying atomic numbers on the Cu(111) surface were calculated. The graphene growth process was further modeled using the kinetic Monte Carlo (KMC) method to simulate carbon atom migration and nucleation dynamics. Thermodynamic analysis based on equilibrium component data was conducted to examine the influence of key operational parameters—temperature, pressure, and the CH4/H2 partial pressure ratio—on the graphene deposition rate.",1192,TRUE,jsonl
10.3390/coatings15090982,"Concrete bridges, as a vital component of modern transportation infrastructure, have their structural durability directly tied to safety and service life. In recent years, with the aging of bridge structures and increasingly complex environmental conditions, various durability-related deteriorations have become more prominent, significantly affecting structural performance and maintenance costs. This paper presents a systematic analysis of concrete carbonation as a key chemical process and its impact on durability-related pathologies. Particular attention is given to the formation mechanisms and influencing factors of critical deterioration modes such as cracking, reinforcement corrosion, and freeze–thaw damage. A multi-level prevention and mitigation strategy is proposed, encompassing optimized structural material design, strict construction quality control, and effective maintenance and repair techniques. The study concludes that the durability issues of concrete bridge structures exhibit a strong multi-factor coupling effect and proposes a core durability assurance framework. Finally, the paper briefly outlines emerging trends in intelligent monitoring and digital operation and maintenance, offering insights for future durability management of bridges.",1275,TRUE,jsonl
10.3390/computers13100262,"In recent years, there has been a widespread integration of virtual reality (VR) technology across various sectors including healthcare, education, and entertainment, marking a significant rise in its societal importance. However, with the ongoing trend of population ageing, understanding the elderly’s acceptance of such new technologies has become a focal point in both academic and industrial discourse. Despite the attention it garners, there exists a gap in understanding the attitudes of older adults towards VR adoption, along with evident needs and barriers within this demographic. Hence, gaining an in-depth comprehension of the factors influencing the acceptance of VR technology among older adults becomes imperative to enhance its utility and efficacy within this group. This study employs renowned databases such as WoS and Scopus to scrutinize and analyze the utilization of VR among the elderly population. Utilizing VOSviewer software (version 1.6.20), statistical analysis is conducted on the pertinent literature to delve into research lacunae, obstacles, and recommendations in this domain. The findings unveil a notable surge in literature studies concerning VR usage among older adults, particularly evident since 2019. This study documents significant journals, authors, citations, countries, and research domains contributing to this area. Furthermore, it highlights pertinent issues and challenges surrounding the adoption of VR by older users, aiming to identify prevailing constraints, research voids, and future technological trajectories. Simultaneously, this study furnishes guidelines and suggestions tailored towards enhancing VR acceptance among the elderly, thereby fostering a more inclusive technological milieu. Ultimately, this research aspires to establish an encompassing technological ecosystem empowering older adults to harness VR technology for enriched engagement, learning, and social interactions.",1945,TRUE,jsonl
10.3390/diabetology5010003,"Background: Diabetes is the primary contributor to cardiovascular disease risk, and when combined with obesity, it further underscores the significance of cardiovascular risk assessment. Methods: A retrospective study of 64 patients with type 2 diabetes (T2D) and obesity on once-weekly subcutaneous semaglutide stratified by cardiovascular risk categories determined using the SCORE2/SCORE2-OP, SCORE2-Diabetes, and ASCVD score calculations. We compare the differences between groups (ASCVD: low + borderline + intermediate versus high-risk group; SCORE2/SCORE2-OP: low + moderate versus high + very high-risk group and SCORE2-Diabetes: low + moderate versus high + very high-risk group) in terms of change from baseline in body mass index (BMI) and HbA1c and weight loss outcomes. Results: Patients in the high-risk group, according to ASCVD risk score, had statistically better results in weight loss ≥ 3%, ≥5%, and ≥10% compared to ASCVD low + borderline + intermediate and without difference regarding HbA1c. According to SCORE2/SCORE2-OP, the high + very high-risk group had statistically better HbA1c and weight loss results but only for ≥5% versus the low + moderate risk group. Based on the score SCORE2-Diabetes, the high + very high-risk group had statistically significant better results in lowering HbA1c and weight loss but only for ≥5% versus the low + moderate risk group. Conclusions: To the best of our knowledge, this study represents the initial investigation linking glycemic control and weight reduction outcomes in individuals with T2D and obesity treated with once-weekly semaglutide stratified by cardiovascular risk categories determined using the SCORE2/SCORE2-OP, SCORE2-Diabetes and ASCVD score calculations.",1737,TRUE,jsonl
10.3390/diagnostics14171936,"Colonic adenomas are considered a precursor of colorectal cancer. A 75-year-old woman had a history of post-operation left breast cancer. She received an excision when the left chest wall recurred. A later FDG PET/CT scan revealed a focal intense FDG accumulation in the sigmoid, a focal mild FDG uptake in the pericolic lymph node, and a focal increased FDG accumulation in the transverse colon. A delayed FDG PET/CT scan after the per-rectal administration of the laxative-augmented contrast medium revealed a filling defect with persistent FDG uptake in the sigmoid and transverse colon and mild FDG uptake in the pericolic lymph node. In addition, more lesions were observed in the rectum and descending colon. The pathology reports showed sigmoid adenocarcinoma with lymph node metastasis, and adenomas in the transverse colon, descending colon, and rectum.",862,TRUE,jsonl
10.3390/diagnostics15222823,"<b>Background/Objectives:</b> Sarcopenia and muscle composition have emerged as significant indicators in the fields of musculoskeletal and metabolic research. The objective of this study was to develop and validate a fully automated, deep learning-based method for segmenting thigh muscles into three functional groups (extensor, flexor, and adductor) using non-contrast computed tomography (CT) images and to quantitatively evaluate the thigh muscles. <b>Methods:</b> In order to ascertain the most efficacious architecture for automated thigh muscle segmentation, three deep learning models (Dense U-Net, MANet, and SegFormer) were implemented and subsequently compared. Each model was trained using 136 manually labeled non-contrast thigh CT scans and externally validated with 40 scans from another institution. The performance of the segmentation was evaluated using the Dice similarity coefficient (DSC), sensitivity, specificity, and accuracy. Quantitative indices, including total muscle volume, lean muscle volume, and intra-/intermuscular fat volumes, were automatically calculated and compared with manual measurements. <b>Results:</b> All three models exhibited high segmentation accuracy, with the mean DSC exceeding 96%. The MANet model demonstrated optimal performance in internal validation, while the SegFormer model exhibited superior volumetric agreement in external validation, as indicated by an intraclass correlation coefficient (ICC) of at least 0.995 and a <i>p</i>-value less than 0.01. <b>Conclusions:</b> A CT-based deep learning framework enables accurate and reproducible segmentation of functional thigh muscle groups. A comparative evaluation of convolutional attention- and transformer-based architectures supports the feasibility of CT-based quantitative muscle assessment for sarcopenia and musculoskeletal research.",1852,TRUE,jsonl
10.3390/diagnostics15222889,"<b>Background</b>: Acute Kidney Injury (AKI) is characterized by rising morbidity and mortality rates, along with significant financial costs associated with its treatment, positioning it as a priority health challenge. Difficult access to accurate biomarkers for renal dysfunction poses challenges in identifying high-risk patients prone to progression to severe AKI. Therefore, this study aimed to identify clinical and laboratory variables that could contribute to future risk stratification approaches in AKI. <b>Methods</b>: This observational retrospective study included 106 patients diagnosed with AKI who were admitted to the emergency department of the HGZ05-IMSS Hospital between January 2020 and July 2023. Multivariate logistic regression was used to identify clinical and laboratory factors associated with in-hospital mortality. <b>Results</b>: Patients with AKI exhibited elevated inflammatory indices (NLR, MLR, and PLR), increased levels of glucose, urea, and C-reactive protein (CRP), and reduced lymphocyte counts, serum albumin, FiO<sub>2</sub>, and BUN/creatinine (BCR) ratio. The hematological profile showed myeloid predominance, characterized by neutrophilia and lower eosinophil, erythrocyte, and monocyte counts, consistent with systemic inflammation. Multivariable analysis identified COVID-19 infection, thrombocytopenia, low eosinophil levels, and polypharmacy as independent predictors of mortality in AKI patients. <b>Conclusions</b>: These findings underscore the interplay between inflammatory, metabolic, and hematological alterations in AKI and highlight key prognostic factors that may contribute to future risk stratification.",1664,TRUE,jsonl
10.3390/e26060442,"Three approaches for determining the thermodynamic stability of irreversible processes are described in generalized formulations. The simplest is the Gibbs-Duhem theory, specialized to irreversible trajectories, which uses the concept of virtual displacement in the reverse direction. Its only drawback is that even a trajectory leading to an explosion is identified as a thermodynamically stable motion. In the second approach, we use a thermodynamic Lyapunov function and its time rate from the Lyapunov thermodynamic stability theory (LTS, previously known as CTTSIP). In doing so, we demonstrate that the second differential of entropy, a frequently used Lyapunov function, is useful only for investigating the stability of equilibrium states. Nonequilibrium steady states do not qualify. Without using explicit perturbation coordinates, we further identify asymptotic thermodynamic stability and thermodynamic stability under constantly acting disturbances of unperturbed trajectories as well as of nonequilibrium steady states. The third approach is also based on the Lyapunov function from LTS, but here we additionally use the rates of perturbation coordinates, based on the Gibbs relations and without using their explicit expressions, to identify not only asymptotic thermodynamic stability but also thermodynamic stability under constantly acting disturbances. Only those trajectories leading to an infinite rate of entropy production (unstable states) are excluded from this conclusion. Finally, we use these findings to formulate the Fourth Law of thermodynamics based on the thermodynamic stability. It is a comprehensive statement covering all nonequilibrium trajectories, close to as well as far from equilibrium. Unlike previous suggested ""fourth laws"", this one meets the same level of generality that is associated with the original zeroth to third laws. The above is illustrated using the Schlögl reaction with its multiple steady states in certain regions of operation.",1990,TRUE,jsonl
10.3390/e27010087,"We deal with two-dimensional copulas from the perspective of their differential entropy. We formulate a problem of finding a copula with maximum differential entropy when some copula values are given. As expected, the solution is a copula with a piecewise constant density (a checkerboard copula). This allows us to simplify the optimization of the continuous objective function, the differential entropy, to an optimization of finitely many density values. We present several ideas to simplify this problem. It has a feasible numerical solution. We also present several instances that admit closed-form solutions.",614,TRUE,jsonl
10.3390/educsci15060723,"This conceptual study addresses the integration of intra-personal skills into Spanish business (ADE) curricula to meet sustainability challenges and impact investment demands. The research proposes a three-dimensional framework connecting (1) intra-personal competency development, (2) sustainability knowledge domains, and (3) pedagogical implementation strategies. Our analysis reveals implicit elements of introspection in current curricula but identifies a significant gap in structured approaches to intra-personal skill development. Successful integration requires comprehensive institutional support across multiple levels. This study reconceptualizes business education beyond technical competencies, offering educational practitioners a practical roadmap for curriculum redesign that develops the reflective capacities needed for responsible business leadership in sustainability contexts.",898,TRUE,jsonl
10.3390/educsci15070877,"High-impact tutoring is a promising way to address reading and mathematics achievement declines following years of pandemic-interrupted schooling. This pilot study seeks to determine the impact of small-group tutoring, provided by preservice teachers, on students in grades 2–5. Using beginning-, middle-, and end-of year benchmark assessments, descriptive statistics were calculated for tutored and non-tutored groups and compared against the norming sample. The results indicate that students receiving mathematics tutoring (fourth and fifth grades) and third-grade students receiving reading tutoring demonstrated growth at rates that exceeded their non-tutored peers. Second-grade students who received reading tutoring improved at a greater rate than the norming sample but less than their non-tutored peers. The results of this pilot study indicate the potential impact of tutoring by preservice teachers on reading and mathematics outcomes for intermediate students.",973,TRUE,jsonl
10.3390/electronics14214153,"Effective spam detection systems are essential in online social media networks (OSNs) and cybersecurity, and they directly influence the quality of decision-making pertaining to security. With today’s digital communications, unsolicited spam degrades user experiences and threatens platform security. Machine learning-based spam detection systems offer an automated defense. Despite their effectiveness, such methods are frequently hindered by the “black box” problem, an interpretability deficiency that constrains their deployment in security applications, which, in order to comprehend the rationale of classification processes, is crucial for efficient threat evaluation and response strategies. However, their effectiveness hinges on selecting an optimal feature subset. To address these issues, we propose a lightweight, explainable spam detection model that integrates a nature-inspired optimizer. The approach employs clean data with data preprocessing and feature selection using a swarm-based, nature-inspired meta-heuristic Rüppell’s Fox Optimization (RFO) algorithm. To the best of our knowledge, this is the first time the algorithm has been adapted to the field of cybersecurity. The resulting minimal feature set is used to train a supervised classifier that achieves high detection rates and accuracy with respect to spam accounts. For the interpretation of model predictions, Shapley values are computed and illustrated through swarm and summary charts. The proposed system was empirically assessed using two datasets, achieving accuracies of 99.10%, 98.77%, 96.57%, and 92.24% on Dataset 1 using RFO with DT, KNN, AdaBoost, and LR and 98.94%, 98.67%, 95.04%, and 94.52% on Dataset 2, respectively. The results validate the efficacy of the suggested approach, providing an accurate and understandable model for spam account identification. This study represents notable progress in the field, offering a thorough and dependable resolution for spam account detection issues.",1990,TRUE,jsonl
10.3390/electronics14244832,"The advent of Sixth Generation (6G) wireless communication systems demands unprecedented data rates, ultra-low latency, and massive connectivity to support emerging applications such as extended reality, digital twins, and ubiquitous intelligent services. These stringent requirements call for the use of massive Multiple-Input Multiple-Output (m-MIMO) systems with hundreds or even thousands of antennas, which introduce substantial challenges for signal detection algorithms. Conventional linear detectors, especially the linear Minimum Mean Square Error (MMSE) detectors, face prohibitive computational complexity due to high-dimensional matrix inversions, and their performance remains inherently restricted by the limitations of linear processing. The current research suggested an Iterative Signal Detection (ISD) algorithm with significant limitations being occupied with the combination of Deep Q-Network (DQN) and Quasi-Newton algorithms. The method incorporates the Broyden-Net, which could be faster with less memory training than the model in the case of spatially correlated channels, a Quasi-Newton method, and DQN to improve the m-MIMO detection. The proposed techniques support the computational efficiency of realistic 6G systems and outperform linear detectors. The simulation findings proved that the DQN-improved Quasi-Newton algorithm is more appropriate than traditional algorithms, since it combines the reward design, limited memory updates, and adaptive interference mitigation to shorten convergence time by 60% and increase the confrontation to correlated fading.",1590,TRUE,jsonl
10.3390/en18174718,"The integration of artificial intelligence (AI) and machine learning (ML) technologies in energy storage systems has emerged as a transformative approach in addressing the complex challenges of modern energy infrastructure. This comprehensive review examines current state of the art AI applications in energy storage, from battery management systems to grid-scale storage optimization. We analyze various AI techniques, including supervised learning, deep learning, reinforcement learning, and neural networks, and their applications in state estimation, predictive maintenance, energy forecasting, and system optimization. The review synthesizes findings from the recent literature demonstrating quantitative improvements achieved through AI integration: distributed reinforcement learning frameworks reducing grid disruptions by 40% and operational costs by 12.2%, LSTM models achieving state of charge estimations with a mean absolute error of 0.10, multi-objective optimization reducing power losses by up to 22.8% and voltage fluctuations by up to 71%, and real options analysis showing 45–81% cost reductions compared to conventional planning approaches. Despite remarkable progress, challenges remain in terms of data quality, model interpretability, and industrial implementation. This paper provides insights into emerging technologies and future research directions that will shape the evolution of intelligent energy storage systems.",1445,TRUE,jsonl
10.3390/en18236303,"Presented here is a 2-D analytical model for predicting the magnetic field distribution in a surface-mounted permanent magnet (SPM) rotor with multi-layered segmented permanent magnets (PMs). Each layer is treated independently, enabling the linear superposition of magnetic fields across all layers. The model employs subdomain modeling combined with the separation of variables, with the magnetic vector potential expressed as a Fourier series to derive the airgap magnetic field. The formulation is generalizable to five regions in each layer: outer airgap, optional outer inactive magnetic layer, active magnetic layer(s), optional inner inactive magnetic layer, and inner airgap. Validation against finite element analysis (FEA) shows a prediction difference of around 0.5% in airgap flux density. The model’s design utility is demonstrated through a genetic algorithm (GA) optimization, which maximizes static flux linkage and confirms performance improvements from the multi-layered configuration.",1004,TRUE,jsonl
